file,x0,y0,x1,y1,pixels,width,height
testpilot_dark_buttons_001.png,499,21,953,93,29546,460,78
testpilot_dark_buttons_002.png,1189,25,1413,88,13698,230,69
testpilot_dark_buttons_003.png,32,26,264,89,14368,238,69
testpilot_dark_buttons_004.png,270,26,493,88,13388,229,68
testpilot_dark_buttons_005.png,959,26,1181,86,13143,228,66
testpilot_dark_buttons_006.png,499,98,953,168,28508,460,76
testpilot_dark_buttons_007.png,1189,102,1413,164,13628,230,68
testpilot_dark_buttons_008.png,32,103,264,163,13665,238,66
testpilot_dark_buttons_009.png,270,103,493,162,12941,229,65
testpilot_dark_buttons_010.png,959,103,1181,163,13112,228,66
testpilot_dark_buttons_011.png,499,174,953,242,28205,460,74
testpilot_dark_buttons_012.png,32,177,264,238,13897,238,67
testpilot_dark_buttons_013.png,270,177,493,238,13363,229,67
testpilot_dark_buttons_014.png,959,178,1181,236,12678,228,64
testpilot_dark_buttons_015.png,1189,178,1414,239,13356,231,67
testpilot_dark_buttons_016.png,499,246,952,316,28785,459,76
testpilot_dark_buttons_017.png,32,251,264,312,13878,238,67
testpilot_dark_buttons_018.png,1189,251,1414,313,13494,231,68
testpilot_dark_buttons_019.png,270,252,493,312,13155,229,66
testpilot_dark_buttons_020.png,959,252,1181,310,12716,228,64
testpilot_dark_buttons_021.png,729,323,945,385,12630,222,68
testpilot_dark_buttons_022.png,32,324,239,380,11160,213,62
testpilot_dark_buttons_023.png,267,324,471,380,10856,210,62
testpilot_dark_buttons_024.png,500,324,706,380,10890,212,62
testpilot_dark_buttons_025.png,1206,324,1414,381,11424,214,63
testpilot_dark_buttons_026.png,972,325,1176,379,10792,210,60
testpilot_dark_buttons_027.png,736,388,916,446,9653,186,64
testpilot_dark_buttons_028.png,33,391,206,441,8267,179,56
testpilot_dark_buttons_029.png,268,391,437,440,7935,175,55
testpilot_dark_buttons_030.png,501,391,672,441,7936,177,56
testpilot_dark_buttons_031.png,1211,391,1387,441,8359,182,56
testpilot_dark_buttons_032.png,975,392,1152,440,8223,183,54
testpilot_dark_buttons_033.png,736,448,915,502,9074,185,60
testpilot_dark_buttons_034.png,33,451,204,497,7545,177,52
