file,x0,y0,x1,y1,pixels,width,height
testpilot_buttons_001.png,727,31,952,106,16531,231,81
testpilot_buttons_002.png,41,36,265,100,14213,230,70
testpilot_buttons_003.png,278,36,492,100,13569,220,70
testpilot_buttons_004.png,505,36,721,101,13761,222,71
testpilot_buttons_005.png,961,36,1181,103,14385,226,73
testpilot_buttons_006.png,1193,36,1409,103,14253,222,73
testpilot_buttons_007.png,729,116,952,188,15233,229,78
testpilot_buttons_008.png,41,121,265,184,13778,230,69
testpilot_buttons_009.png,278,121,492,184,13154,220,69
testpilot_buttons_010.png,1193,121,1409,184,13350,222,69
testpilot_buttons_011.png,505,122,721,184,13188,222,68
testpilot_buttons_012.png,961,122,1181,184,13496,226,68
testpilot_buttons_013.png,727,197,953,265,15028,232,74
testpilot_buttons_014.png,41,203,265,258,12221,230,61
testpilot_buttons_015.png,278,203,492,258,11665,220,61
testpilot_buttons_016.png,505,203,719,258,11659,220,61
testpilot_buttons_017.png,962,203,1181,258,11934,225,61
testpilot_buttons_018.png,1194,203,1409,258,11634,221,61
testpilot_buttons_019.png,727,269,952,336,14745,231,73
testpilot_buttons_020.png,278,274,492,330,11628,220,62
testpilot_buttons_021.png,41,275,265,330,12210,230,61
testpilot_buttons_022.png,505,275,719,330,11644,220,61
testpilot_buttons_023.png,962,275,1181,330,11921,225,61
testpilot_buttons_024.png,1194,275,1408,330,11626,220,61
testpilot_buttons_025.png,731,343,944,407,12875,219,70
testpilot_buttons_026.png,41,349,238,401,10046,203,58
testpilot_buttons_027.png,269,349,467,400,9933,204,57
testpilot_buttons_028.png,504,349,702,401,10002,204,58
testpilot_buttons_029.png,972,349,1171,400,9823,205,57
testpilot_buttons_030.png,1206,349,1408,399,9944,208,56
testpilot_buttons_031.png,739,414,914,469,9126,181,61
testpilot_buttons_032.png,41,419,208,463,7073,173,50
testpilot_buttons_033.png,272,419,436,463,6907,170,50
testpilot_buttons_034.png,504,419,672,463,7102,174,50
testpilot_buttons_035.png,979,420,1148,464,7333,175,50
testpilot_buttons_036.png,1210,420,1380,466,7350,176,52
testpilot_buttons_037.png,738,475,914,527,8783,182,58
testpilot_buttons_038.png,41,480,208,521,6719,173,47
testpilot_buttons_039.png,273,480,438,521,6610,171,47
testpilot_buttons_040.png,504,480,672,521,6734,174,47
testpilot_buttons_041.png,1210,480,1381,521,6851,177,47
testpilot_buttons_042.png,979,481,1148,521,6638,175,46
testpilot_buttons_043.png,740,531,895,578,6797,161,53
testpilot_buttons_044.png,41,536,181,573,5042,146,43
testpilot_buttons_045.png,273,536,414,572,4980,147,42
testpilot_buttons_046.png,504,536,645,572,4987,147,42
testpilot_buttons_047.png,980,536,1127,573,5184,153,43
testpilot_buttons_048.png,1213,536,1357,572,5085,150,42
testpilot_buttons_049.png,740,579,895,621,6299,161,48
testpilot_buttons_050.png,1213,582,1357,616,4741,150,40
testpilot_buttons_051.png,41,583,181,616,4545,146,39
testpilot_buttons_052.png,273,583,413,616,4558,146,39
testpilot_buttons_053.png,504,583,645,616,4580,147,39
testpilot_buttons_054.png,980,583,1126,616,4755,152,39
testpilot_buttons_055.png,1027,628,1107,708,5038,86,86
testpilot_buttons_056.png,365,632,436,708,4967,77,82
testpilot_buttons_057.png,1338,633,1408,703,3850,76,76
testpilot_buttons_058.png,259,634,325,702,4191,72,74
testpilot_buttons_059.png,602,634,668,702,4256,72,74
testpilot_buttons_060.png,731,634,797,701,3460,72,73
testpilot_buttons_061.png,930,634,998,702,3653,74,74
testpilot_buttons_062.png,1136,634,1202,701,3446,72,73
testpilot_buttons_063.png,41,635,107,701,4193,72,72
testpilot_buttons_064.png,149,635,215,702,4199,72,73
testpilot_buttons_065.png,483,635,549,702,4188,72,73
testpilot_buttons_066.png,827,635,894,703,3612,73,74
testpilot_buttons_067.png,1240,635,1304,701,3352,70,72
testpilot_buttons_068.png,1034,711,1100,778,3478,72,73
testpilot_buttons_069.png,369,712,433,778,3995,70,72
testpilot_buttons_070.png,46,716,102,774,3078,62,64
testpilot_buttons_071.png,153,716,211,774,3210,64,64
testpilot_buttons_072.png,263,716,321,774,3199,64,64
testpilot_buttons_073.png,487,716,545,774,3177,64,64
testpilot_buttons_074.png,607,716,663,774,3101,62,64
testpilot_buttons_075.png,736,717,792,774,2506,62,63
testpilot_buttons_076.png,832,717,889,774,2584,63,63
testpilot_buttons_077.png,935,717,993,774,2607,64,63
testpilot_buttons_078.png,1141,717,1196,773,2458,61,62
testpilot_buttons_079.png,1346,717,1402,775,2564,62,64
testpilot_buttons_080.png,1245,718,1300,773,2400,61,61
testpilot_buttons_081.png,376,785,425,835,2154,55,56
testpilot_buttons_082.png,1042,785,1093,835,2026,57,56
testpilot_buttons_083.png,271,788,314,831,1686,49,49
testpilot_buttons_084.png,743,788,785,830,1395,48,48
testpilot_buttons_085.png,1148,788,1189,830,1363,47,48
testpilot_buttons_086.png,1352,788,1396,831,1529,50,49
testpilot_buttons_087.png,52,789,95,831,1707,49,48
testpilot_buttons_088.png,160,789,204,831,1723,50,48
testpilot_buttons_089.png,495,789,537,831,1677,48,48
testpilot_buttons_090.png,613,789,657,831,1702,50,48
testpilot_buttons_091.png,839,789,882,830,1394,49,47
testpilot_buttons_092.png,943,789,985,830,1380,48,47
testpilot_buttons_093.png,1252,789,1294,830,1357,48,47
testpilot_buttons_094.png,810,856,1019,924,13498,215,74
testpilot_buttons_095.png,41,860,315,921,15544,280,67
testpilot_buttons_096.png,338,860,553,918,11974,221,64
testpilot_buttons_097.png,578,860,790,920,11888,218,66
testpilot_buttons_098.png,1036,861,1183,918,8082,153,63
testpilot_buttons_099.png,1203,861,1408,917,10847,211,62
testpilot_buttons_100.png,665,936,827,988,7816,168,58
testpilot_buttons_101.png,1016,936,1176,987,7428,166,57
testpilot_buttons_102.png,1202,936,1408,986,9314,212,56
testpilot_buttons_103.png,41,938,246,987,9406,211,55
testpilot_buttons_104.png,265,938,447,987,8228,188,55
testpilot_buttons_105.png,467,938,644,985,7942,183,53
testpilot_buttons_106.png,848,938,998,985,6694,156,53
testpilot_buttons_107.png,538,1002,671,1045,5193,139,49
testpilot_buttons_108.png,41,1004,189,1043,5386,154,45
testpilot_buttons_109.png,211,1004,356,1043,5241,151,45
testpilot_buttons_110.png,380,1004,515,1042,4860,141,44
testpilot_buttons_111.png,691,1004,819,1042,4502,134,44
testpilot_buttons_112.png,843,1004,1007,1043,5969,170,45
