file,x0,y0,x1,y1,pixels,width,height
testpilot_window_style_001.png,18,10,448,227,34542,436,223
testpilot_window_style_002.png,464,10,849,86,26913,391,82
testpilot_window_style_003.png,1089,13,1143,64,1270,60,57
testpilot_window_style_004.png,1168,13,1348,29,2706,186,22
testpilot_window_style_005.png,1373,13,1427,64,1270,60,57
testpilot_window_style_006.png,878,14,926,49,1645,54,41
testpilot_window_style_007.png,940,14,992,49,1797,58,41
testpilot_window_style_008.png,1006,14,1055,49,1700,55,41
testpilot_window_style_009.png,940,56,992,92,1840,58,42
testpilot_window_style_010.png,1006,56,1056,92,1757,56,42
testpilot_window_style_011.png,878,57,926,92,1635,54,41
testpilot_window_style_012.png,1089,81,1143,137,1433,60,62
testpilot_window_style_013.png,1372,81,1427,138,1448,61,63
testpilot_window_style_014.png,464,93,849,128,13355,391,41
testpilot_window_style_015.png,940,99,992,135,1834,58,42
testpilot_window_style_016.png,1006,99,1056,135,1744,56,42
testpilot_window_style_017.png,878,100,926,135,1645,54,41
testpilot_window_style_018.png,1168,121,1348,137,2867,186,22
testpilot_window_style_019.png,464,134,849,212,26791,391,84
testpilot_window_style_020.png,878,143,925,179,1610,53,42
testpilot_window_style_021.png,940,143,992,179,1846,58,42
testpilot_window_style_022.png,1006,143,1056,179,1749,56,42
testpilot_window_style_023.png,1089,150,1143,208,1405,60,64
testpilot_window_style_024.png,1168,150,1349,166,2701,187,22
testpilot_window_style_025.png,1372,150,1428,204,1357,62,60
testpilot_window_style_026.png,940,186,992,220,1669,58,40
testpilot_window_style_027.png,1006,186,1055,220,1545,55,40
testpilot_window_style_028.png,878,187,927,220,1485,55,39
testpilot_window_style_029.png,847,209,1159,409,53699,318,206
testpilot_window_style_030.png,1372,210,1426,232,817,60,28
testpilot_window_style_031.png,1168,218,1348,232,2511,186,20
testpilot_window_style_032.png,19,237,114,666,39728,101,435
testpilot_window_style_033.png,117,237,238,666,50255,127,435
testpilot_window_style_034.png,246,237,305,666,23856,65,435
testpilot_window_style_035.png,576,238,834,408,43254,264,176
testpilot_window_style_036.png,316,239,562,409,41622,252,176
testpilot_window_style_037.png,1175,243,1429,283,10075,260,46
testpilot_window_style_038.png,1175,290,1429,333,10328,260,49
testpilot_window_style_039.png,1175,338,1429,426,20346,260,94
testpilot_window_style_040.png,315,424,515,502,14364,206,84
testpilot_window_style_041.png,533,424,708,501,12640,181,83
testpilot_window_style_042.png,732,424,903,501,12893,177,83
testpilot_window_style_043.png,943,436,967,460,545,30,30
testpilot_window_style_044.png,995,436,1018,460,534,29,30
testpilot_window_style_045.png,1044,436,1067,460,532,29,30
testpilot_window_style_046.png,1097,436,1120,460,530,29,30
testpilot_window_style_047.png,1349,439,1374,646,5104,31,213
testpilot_window_style_048.png,1405,440,1429,645,4539,30,211
testpilot_window_style_049.png,1153,441,1196,464,837,49,29
